Month,Year,Area,Temp_max,Temp_mean,Temp_min,Precipitation,Sunshine
5,1968,Osaka,18.7,23.5,14.2,94.5,212.1
6,1968,Osaka,23.1,27.8,19,112.5,185.6
7,1968,Osaka,26.1,30.1,23,302,157.2
8,1968,Osaka,26.8,30.9,23.7,95.5,172.2
9,1968,Osaka,22.5,26.5,19.1,223.5,139
10,1968,Osaka,16.5,20.3,13.1,114,139
11,1968,Osaka,12.9,17.8,8,32,194.3
12,1968,Osaka,10,13.5,6.4,78.5,135
1,1969,Osaka,5.7,9,2.5,61.5,137.5
2,1969,Osaka,5.6,8.9,2.6,87.5,94.1
3,1969,Osaka,7.7,11.5,4,151,139.5
4,1969,Osaka,14.4,19.4,9.8,118,194
5,1969,Osaka,19.5,24.3,14.5,92,249.5
6,1969,Osaka,21.8,26.1,17.8,301,177.7
7,1969,Osaka,26.4,30.2,23.5,145.5,185.4
8,1969,Osaka,28.1,32.5,24.7,57,230
9,1969,Osaka,24.9,29.6,21.4,29.5,173.1
10,1969,Osaka,17.5,22.1,13.4,45.5,193.4
11,1969,Osaka,11.8,16.2,8,71.5,149
12,1969,Osaka,6.9,10.8,2.9,25,180.2
1,1970,Osaka,4.8,8.6,0.9,40,172.9
2,1970,Osaka,6.1,10,2.3,52,147.7
3,1970,Osaka,6.1,10.4,2.4,44,181.6
4,1970,Osaka,13.8,18.4,10.1,199,151.4
5,1970,Osaka,19.4,23.9,15.3,103,199.7
6,1970,Osaka,21.2,24.7,18.3,302,94
7,1970,Osaka,27,30.9,23.8,103,182.8
8,1970,Osaka,28.2,32.6,24.9,41.5,205.7
9,1970,Osaka,25.3,29.6,22.1,184,154.7
10,1970,Osaka,18.4,23.1,14.5,85,158.8
11,1970,Osaka,12.4,16.6,8.2,96,159.8
12,1970,Osaka,7.7,11.2,4.1,42.5,142.7
1,1971,Osaka,5.5,8.9,2,26.5,167.7
2,1971,Osaka,5.6,9.1,2.3,28.5,130.5
3,1971,Osaka,7.3,11.7,3.3,100,194.1
4,1971,Osaka,13.7,18.6,9.1,113,220.2
5,1971,Osaka,18.2,22.5,14.4,150,198.6
6,1971,Osaka,22.3,26.2,19.2,163,106
7,1971,Osaka,26.9,30.6,23.9,121.5,169.5
8,1971,Osaka,27.4,31.5,24.2,107,213.2
9,1971,Osaka,23.3,26.9,20.1,154,120.4
10,1971,Osaka,16.6,20.6,13.3,109.5,145.2
11,1971,Osaka,12.7,16.8,8.6,4,165.8
12,1971,Osaka,8.2,11.9,4.2,56.5,163.2
1,1972,Osaka,7.4,10.8,4.2,64.5,121.9
2,1972,Osaka,5.7,9.1,2.7,100,114
3,1972,Osaka,8.9,13.1,4.6,112.5,180.8
4,1972,Osaka,13.8,18.5,9.5,115,193
5,1972,Osaka,18.1,22.8,14,100.5,204.5
6,1972,Osaka,21.6,25.9,17.8,182,173.4
7,1972,Osaka,26.1,30.1,22.8,335,194.7
8,1972,Osaka,27,31.1,23.7,104.5,238.5
9,1972,Osaka,22.7,26.9,19.1,217,176.4
10,1972,Osaka,17.8,22.4,13.5,73.5,207.8
11,1972,Osaka,11.8,15.5,8.1,80,165
12,1972,Osaka,7.9,11.5,4.3,35.5,157.5
1,1973,Osaka,6.4,9.7,3,113,141.6
2,1973,Osaka,7.1,10.8,3.4,45.5,135.3
3,1973,Osaka,8.2,12.4,4.2,15,191
4,1973,Osaka,16.3,21.4,11.9,213,180.7
5,1973,Osaka,18.8,23.3,14.6,143.5,240.2
6,1973,Osaka,22.2,26.4,18.8,79,185.2
7,1973,Osaka,28.3,33.2,24.8,30.5,272.3
8,1973,Osaka,28.8,33,25.5,87.5,190.3
9,1973,Osaka,23.3,27,19.9,155.5,142.3
10,1973,Osaka,17.9,22,13.9,200,159.9
11,1973,Osaka,11.6,15.8,7.4,12.5,184.7
12,1973,Osaka,5.6,9.5,1.8,3,175
1,1974,Osaka,4.3,7.7,1.2,18,179.1
2,1974,Osaka,5,8.9,1.6,96,134.6
3,1974,Osaka,8,12.1,4.1,81.5,174.6
4,1974,Osaka,15.3,20.1,10.6,218,208.2
5,1974,Osaka,20,25,15.3,72.5,245.3
6,1974,Osaka,23.5,28.1,19.6,184.5,206.2
7,1974,Osaka,25.8,29.7,22.9,262,180.2
8,1974,Osaka,28.1,33,24.4,150,239
9,1974,Osaka,23.1,27.3,19.6,106.5,159.6
10,1974,Osaka,18.2,22.3,14.4,172.5,153
11,1974,Osaka,11.7,15.8,7.8,51.5,181.2
12,1974,Osaka,7.6,10.9,4.4,60,135.2
1,1975,Osaka,4.8,8.2,1.6,42.5,150.3
2,1975,Osaka,4.6,7.9,1.4,50.5,132
3,1975,Osaka,8.4,13,4.4,37.5,212.5
4,1975,Osaka,14.8,19.1,10.8,155,164.4
5,1975,Osaka,19.3,24.3,15.2,65.5,205.3
6,1975,Osaka,23.4,27.8,20.1,171,162.1
7,1975,Osaka,27.6,32.3,24,184,215.7
8,1975,Osaka,27.7,31.9,24.4,232.5,219.6
9,1975,Osaka,25.9,30.6,22.2,134,221.4
10,1975,Osaka,18.5,22.1,15.5,205.5,126.5
11,1975,Osaka,13.4,17.5,9.5,65,177.4
12,1975,Osaka,7.7,11.3,4.4,55.5,140
1,1976,Osaka,5.2,8.9,1.8,3,178.4
2,1976,Osaka,7.8,11.8,4,115,140.6
3,1976,Osaka,8.9,13.3,5,111.5,155
4,1976,Osaka,14.3,19.2,10.1,139.5,168.3
5,1976,Osaka,18.9,23.2,15,199.5,194.2
6,1976,Osaka,22.8,26.8,19.6,202.5,135.5
7,1976,Osaka,26.1,30.4,22.8,122,213.9
8,1976,Osaka,27.4,31.7,23.9,104.5,225.4
9,1976,Osaka,22.2,27,18.5,302,168.1
10,1976,Osaka,18,22.3,14.4,103.5,183.2
11,1976,Osaka,11.5,15.5,7.6,43.5,149.5
12,1976,Osaka,7.5,11.1,3.6,53.5,155.8
1,1977,Osaka,4,7.4,0.9,19,160.5
2,1977,Osaka,4.3,8.3,0.4,48,157.2
3,1977,Osaka,9.9,14.2,5.8,149,174.8
4,1977,Osaka,15.5,20.4,11,114.5,199.5
5,1977,Osaka,19.5,24.2,15,74,228.7
6,1977,Osaka,22.7,26.6,19.7,203,119.6
7,1977,Osaka,28.1,32.6,24.7,53.5,225.2
8,1977,Osaka,27.8,32.3,24.6,43,182.6
9,1977,Osaka,25,29.9,21.5,87,180.9
10,1977,Osaka,19.7,25.2,15,63,235.3
11,1977,Osaka,14.6,18.1,11.2,170,138.9
12,1977,Osaka,9.5,13.3,5.4,37.5,149.2
1,1978,Osaka,6.2,9.5,3.4,33,152.9
2,1978,Osaka,4.9,8.6,1.5,9.5,131
3,1978,Osaka,8.7,13.4,4.6,46,204.6
4,1978,Osaka,14.5,19.3,9.9,63,202.8
5,1978,Osaka,19.7,24.5,15.6,93,204.2
6,1978,Osaka,23.8,28.1,20.1,255.5,195.1
7,1978,Osaka,28.8,34,25,93.5,280.2
8,1978,Osaka,29.6,34.5,26.1,10.5,279.1
9,1978,Osaka,25.2,29.9,21.9,91,171.6
10,1978,Osaka,18.6,23.1,14.8,94.5,177.9
11,1978,Osaka,13.1,17.4,9.4,47,156.2
12,1978,Osaka,9,13.3,4.7,47.5,174.2
1,1979,Osaka,7.2,11.3,3.2,42,170.5
2,1979,Osaka,8.5,12.1,5,75.5,144.2
3,1979,Osaka,9.2,13.6,5.1,100.5,177.8
4,1979,Osaka,13.9,18.4,9.7,175,181.5
5,1979,Osaka,19,24.2,14.1,138.5,261.1
6,1979,Osaka,24.5,28.6,21.5,323.5,177.5
7,1979,Osaka,26.5,30.6,23.4,77,183.8
8,1979,Osaka,29.1,33.5,25.7,73.5,223.5
9,1979,Osaka,24.7,29.1,21.2,209.5,146.6
10,1979,Osaka,19.7,24.5,15.7,100,208.6
11,1979,Osaka,13.9,17.9,10.2,89.5,145.4
12,1979,Osaka,9.2,13.1,5.3,25.5,156.5
1,1980,Osaka,5.7,9.2,2,86.5,141.2
2,1980,Osaka,4.8,8.3,1.4,25,195.6
3,1980,Osaka,8.5,12.7,4.5,120,172.9
4,1980,Osaka,13.9,18.7,9.2,190.5,192.5
5,1980,Osaka,19.5,24.6,14.8,212,221.3
6,1980,Osaka,23.9,27.8,20.8,157.5,128.2
7,1980,Osaka,25.8,29.7,22.9,264.5,145.3
8,1980,Osaka,26.6,30.6,23.8,195,118.4
9,1980,Osaka,23.3,27.4,19.7,134,180.3
10,1980,Osaka,18.7,22.7,15.3,193,165.7
11,1980,Osaka,13.7,17.7,9.8,77.5,152.4
12,1980,Osaka,6.8,10.2,3.4,46.5,185.7
1,1981,Osaka,3.7,7.1,0.5,8.5,181.9
2,1981,Osaka,5.1,8.7,1.6,59,135.4
3,1981,Osaka,9.3,13.5,5.4,110.5,160.1
4,1981,Osaka,14.4,19,9.9,156,187.6
5,1981,Osaka,18.5,23.6,13.9,126.5,220.9
6,1981,Osaka,23.2,27.3,20,151,146.9
7,1981,Osaka,28.3,32.7,24.9,65.5,240.5
8,1981,Osaka,27.4,32.3,23.7,58,200.5
9,1981,Osaka,23.1,27.6,19.6,131,166.5
10,1981,Osaka,17.6,21.8,13.7,134.5,164.7
11,1981,Osaka,11.1,14.8,7.6,79,124.9
12,1981,Osaka,7.6,11.6,3.8,14.5,167.7
1,1982,Osaka,5.3,9.2,1.5,12.5,172.5
2,1982,Osaka,5.5,9.2,2,35.5,144.1
3,1982,Osaka,9.7,14.5,5.2,116.5,194.8
4,1982,Osaka,14,19,9.5,110.5,212.1
5,1982,Osaka,20.5,25.3,16.4,110.5,244.5
6,1982,Osaka,22.3,27.1,18.4,108,200.4
7,1982,Osaka,24.7,28.8,21.5,204.5,158.6
8,1982,Osaka,27.2,31.4,23.9,300.5,188.2
9,1982,Osaka,22.9,26.8,19.7,76.5,134.4
10,1982,Osaka,18.4,23,14.5,27.5,174.9
11,1982,Osaka,14.5,18,11,109.5,123.8
12,1982,Osaka,8.6,12.3,5,29.5,164.1
1,1983,Osaka,6.1,9.5,2.6,35,155.4
2,1983,Osaka,5.6,9.3,2,28.5,194.6
3,1983,Osaka,8.7,12.9,5.1,109,121.6
4,1983,Osaka,16.5,21.4,12.2,138.5,180.3
5,1983,Osaka,20.1,25.6,15.4,108.5,263.5
6,1983,Osaka,22.5,27.5,18.6,170,213.4
7,1983,Osaka,26.7,30.7,23.5,165.5,213.8
8,1983,Osaka,29.4,34.1,26,50.5,248.2
9,1983,Osaka,24.9,28.9,21.9,325.5,150.9
10,1983,Osaka,17.9,22.4,14,86.5,181.5
11,1983,Osaka,12.6,17,8.6,16,173.6
12,1983,Osaka,6.9,10.7,3.3,8.5,166.3
1,1984,Osaka,3.6,7.1,0.5,40.5,160.2
2,1984,Osaka,3.3,6.9,0.3,54.5,159.1
3,1984,Osaka,6,10,2.2,47,188.4
4,1984,Osaka,13.7,19,9.3,72.5,197.9
5,1984,Osaka,18.9,23.9,14.5,153,236.9
6,1984,Osaka,24,28.6,20.6,308,155.5
7,1984,Osaka,27.5,32,24.2,138.5,195.3
8,1984,Osaka,29.4,34.5,25.9,23.5,264.8
9,1984,Osaka,24.1,28.4,20.7,97.5,190.2
10,1984,Osaka,17.8,22.4,14.1,43.5,178.4
11,1984,Osaka,13.6,18.2,9.6,42,180.9
12,1984,Osaka,7.9,11.8,4.3,39,163.2
1,1985,Osaka,4.3,8.2,0.6,19,176.2
2,1985,Osaka,6.6,9.9,3.5,83,115.7
3,1985,Osaka,9.3,13.5,6,167,134.1
4,1985,Osaka,15.5,20.6,10.6,191.5,231.2
5,1985,Osaka,20.1,25.1,15.9,117.5,219.6
6,1985,Osaka,22.5,26.6,19.3,269,149.4
7,1985,Osaka,27.6,32.2,24.1,88,235.7
8,1985,Osaka,29.2,34.6,25.5,38.5,269.9
9,1985,Osaka,25.3,29.5,22.1,130,171
10,1985,Osaka,19,23.5,15,66,182.7
11,1985,Osaka,12.8,16.7,9.4,71.5,145.5
12,1985,Osaka,6.6,10.3,3,35.5,138.4
1,1986,Osaka,4.2,7.9,1,20.5,152.2
2,1986,Osaka,3.8,7.7,0.3,13.5,147.7
3,1986,Osaka,8.3,13,4.3,134,167.5
4,1986,Osaka,14.8,19.8,9.8,133.5,199.7
5,1986,Osaka,18.6,23.1,14.6,224.5,189.2
6,1986,Osaka,23,27.6,19.3,210.5,181.5
7,1986,Osaka,26.4,30.7,23.2,138.5,162.7
8,1986,Osaka,28.2,33.1,24.6,102,232.5
9,1986,Osaka,24.5,29.1,20.8,76.5,180.1
10,1986,Osaka,17,21.6,13.1,79.5,171.1
11,1986,Osaka,12.4,16.7,8.3,18.5,132.2
12,1986,Osaka,8.9,12.9,5.1,52,139.1
1,1987,Osaka,6.2,10.2,2.8,50,147.5
2,1987,Osaka,6.5,10.4,2.9,44.5,133.3
3,1987,Osaka,8.9,12.9,5,115.5,117.3
4,1987,Osaka,14.2,19.2,9.7,43,212.4
5,1987,Osaka,19.3,24.3,14.9,160.5,199.8
6,1987,Osaka,23.8,28.8,19.8,87,223.7
7,1987,Osaka,27.6,31.5,24.6,132,166.9
8,1987,Osaka,28.7,33.2,25.3,52,223.4
9,1987,Osaka,24.4,29.3,20.6,107.5,157.3
10,1987,Osaka,19.6,24.1,16.1,101,164
11,1987,Osaka,13.4,17.7,9.5,41,145.6
12,1987,Osaka,8.7,12.9,4.8,15.5,170.9
1,1988,Osaka,7.2,10.7,3.5,34,142.6
2,1988,Osaka,5,8.7,1.8,18,142.3
3,1988,Osaka,8.4,12.1,4.5,104,124.9
4,1988,Osaka,14.3,19,10.1,82,186.3
5,1988,Osaka,19,23.9,14.6,161,194.6
6,1988,Osaka,23.3,27.2,20.1,367,154.7
7,1988,Osaka,26,30,23.1,141.5,138.9
8,1988,Osaka,27.9,32.4,24.8,121,165.5
9,1988,Osaka,24.8,28.9,21.9,175,124.4
10,1988,Osaka,17.8,22,14.3,44,158.6
11,1988,Osaka,11.5,16,7.4,40.5,174.8
12,1988,Osaka,7.6,11.5,3.7,12,174.6
1,1989,Osaka,7.8,11.3,4.6,120.5,117.8
2,1989,Osaka,7.6,11.4,4.4,195.5,95.4
3,1989,Osaka,9.5,13.9,5.7,109.5,171.4
4,1989,Osaka,15.5,20.4,11.1,67.5,198.5
5,1989,Osaka,18.8,23,15.1,172.5,165.6
6,1989,Osaka,22.6,27.1,19,166.5,160.6
7,1989,Osaka,26.7,31.1,23.4,101.5,179.4
8,1989,Osaka,28,32.4,24.7,208.5,194.8
9,1989,Osaka,24.9,29,21.6,485.5,141.1
10,1989,Osaka,18.2,22.9,13.8,40.5,195.2
11,1989,Osaka,14.1,18.4,10.4,25,162.4
12,1989,Osaka,8.5,12.3,4.8,19.5,160.3
1,1990,Osaka,5.7,9.1,2.4,62,129.5
2,1990,Osaka,8.7,12,5.9,147.5,92.6
3,1990,Osaka,10.4,14.7,6.4,117.5,190.1
4,1990,Osaka,14.9,19.7,10.6,96.5,177.8
5,1990,Osaka,19.1,23.4,15.5,144,171.5
6,1990,Osaka,24.5,29,20.9,158.5,178.2
7,1990,Osaka,28,32.4,24.7,188.5,191.1
8,1990,Osaka,29.5,34.7,25.8,22,256.6
9,1990,Osaka,25.4,29.7,22.3,454,142.6
10,1990,Osaka,18.9,22.9,15.8,180,138.8
11,1990,Osaka,14.8,19.2,10.9,148.5,165.9
12,1990,Osaka,9.4,13.2,6,21,160
1,1991,Osaka,6.4,9.7,3.7,39.5,139.6
2,1991,Osaka,5.8,9.6,2.5,66,155.1
3,1991,Osaka,10.2,14.4,6.8,144.5,120.4
4,1991,Osaka,15.9,21.1,11.4,147.5,188.4
5,1991,Osaka,19.2,23.3,15.6,104,146.2
6,1991,Osaka,24.4,28.4,21.2,250,99.2
7,1991,Osaka,28.1,31.9,24.9,153,169.8
8,1991,Osaka,28.1,32.6,24.9,49,177.2
9,1991,Osaka,25.6,29.8,22.3,108.5,140.3
10,1991,Osaka,18.7,22.1,15.7,232.5,107.5
11,1991,Osaka,13.3,17.4,9.2,97.5,155.7
12,1991,Osaka,9.8,13.5,6.5,41,132.5
1,1992,Osaka,7.4,10.9,3.9,34,126.9
2,1992,Osaka,6.5,10,3.2,28,127.3
3,1992,Osaka,10.5,14.3,7,131,113.8
4,1992,Osaka,15.3,19.9,10.8,139.5,178.9
5,1992,Osaka,18.3,23,14.3,187.5,202.6
6,1992,Osaka,22.4,26.8,18.8,173,156.5
7,1992,Osaka,27,31,23.9,74,165.4
8,1992,Osaka,28.2,32.3,25.1,117.5,170.4
9,1992,Osaka,24.5,28.8,21.3,71,175.3
10,1992,Osaka,19.2,23.3,15.9,134.5,153.3
11,1992,Osaka,13.4,17.5,9.6,63.5,141.5
12,1992,Osaka,9.6,13.2,6.1,67,133.9
1,1993,Osaka,6.9,10,4.1,52.5,97.8
2,1993,Osaka,7.5,11.4,3.8,66,135.4
3,1993,Osaka,8.7,12.8,5,78.5,165.8
4,1993,Osaka,14.4,18.9,10.2,74,193.2
5,1993,Osaka,18.9,23.8,14.7,100,187.4
6,1993,Osaka,22.7,26.8,19.5,305,122.6
7,1993,Osaka,25.4,29.1,22.6,332.5,100.9
8,1993,Osaka,26.6,30.8,23.3,167.5,134.9
9,1993,Osaka,23.3,26.9,20.2,232,97.8
10,1993,Osaka,17.9,21.9,14.5,83,152.9
11,1993,Osaka,14.7,18.2,11.1,88.5,123.7
12,1993,Osaka,8.4,11.8,5,55.5,129.7
1,1994,Osaka,6.1,10,2.7,32.5,158.6
2,1994,Osaka,6.2,9.8,2.8,53,129.1
3,1994,Osaka,8.3,12.2,4.6,38,185.6
4,1994,Osaka,16.5,21.4,12.2,91.5,213
5,1994,Osaka,20.7,25.4,16.4,64,225.1
6,1994,Osaka,24.2,28.5,20.5,79.5,172.1
7,1994,Osaka,29.9,34.5,26.5,54.5,238.1
8,1994,Osaka,30.2,35,27,59,281.7
9,1994,Osaka,26,30.1,22.5,179,190
10,1994,Osaka,20.8,24.9,17.4,29.5,169
11,1994,Osaka,14.6,18.6,11.1,25,141.3
12,1994,Osaka,9.3,12.7,6,38.5,121.5
1,1995,Osaka,6.1,9.2,3,50,151.7
2,1995,Osaka,6.2,9.9,2.8,28,122.4
3,1995,Osaka,9.8,14,6.1,69,145.8
4,1995,Osaka,14.6,18.7,10.7,100.5,160.5
5,1995,Osaka,18.9,22.9,15.1,360.5,152.5
6,1995,Osaka,22.1,25.9,18.9,113,116.1
7,1995,Osaka,27.5,31.2,24.5,446.5,175.3
8,1995,Osaka,30.3,34.6,27.2,39,295.4
9,1995,Osaka,24.2,28.2,20.6,31.5,144.5
10,1995,Osaka,19.9,24.3,16.1,77.5,196.4
11,1995,Osaka,12.1,16,8.4,51,188.7
12,1995,Osaka,7.2,10.6,3.9,12.5,162.7
1,1996,Osaka,6.3,9.7,3,35,133.6
2,1996,Osaka,5.2,8.9,1.8,35,145.2
3,1996,Osaka,8.9,13,5.3,132.5,151.5
4,1996,Osaka,12.7,16.9,8.4,28.5,217.8
5,1996,Osaka,19.6,24.1,15.5,68,191.8
6,1996,Osaka,23.4,27.3,20.6,283.5,116.3
7,1996,Osaka,27.5,31.7,24.5,114.5,236.5
8,1996,Osaka,28.3,33.1,24.9,129.5,225
9,1996,Osaka,23.3,27.7,19.9,173,126
10,1996,Osaka,18.5,22.9,14.8,114.5,158.4
11,1996,Osaka,13.7,17.4,10.1,67,132.3
12,1996,Osaka,8.7,12.9,4.5,100.5,194
1,1997,Osaka,6,9.6,2.7,34,154.3
2,1997,Osaka,5.8,9.8,2.1,28,145
3,1997,Osaka,10.1,14.2,5.9,107,174.6
4,1997,Osaka,15.1,19.3,10.8,126,188.6
5,1997,Osaka,19.9,24.6,15.7,114,183.9
6,1997,Osaka,23.7,27.9,20.1,59,161.9
7,1997,Osaka,26.7,30.2,23.7,286,173.1
8,1997,Osaka,28.5,32.8,25,119.5,234.8
9,1997,Osaka,24.3,28.2,21.2,223,144.9
10,1997,Osaka,18.2,22.8,13.9,26.5,220
11,1997,Osaka,14.1,18.4,10.2,133,160.2
12,1997,Osaka,8.9,12.5,5.5,81.5,147.2
1,1998,Osaka,5.9,8.9,2.9,112.5,133.5
2,1998,Osaka,7.8,11.8,4.2,96.5,138.3
3,1998,Osaka,10.6,14.9,6.8,62,191
4,1998,Osaka,17.7,22.3,13.7,204,159.7
5,1998,Osaka,21.6,26.4,17.6,263,163.5
6,1998,Osaka,23.3,27.4,20,248.5,131.9
7,1998,Osaka,27.8,31.8,24.7,138.5,194.1
8,1998,Osaka,29.4,33.4,26.5,43,189
9,1998,Osaka,25.6,29.7,22.4,161.5,130.1
10,1998,Osaka,20.8,24.6,17.8,221,120.7
11,1998,Osaka,13.7,17.6,9.8,17,150.3
12,1998,Osaka,9.8,13.5,6.5,37.5,155.7
1,1999,Osaka,6.4,9.9,3.1,19.5,170.8
2,1999,Osaka,5.9,9.9,2.1,49.5,152
3,1999,Osaka,10.6,14.6,6.9,122.5,129.5
4,1999,Osaka,14.7,19.5,10.8,55.5,158.7
5,1999,Osaka,20.5,25.5,16.3,110,230.5
6,1999,Osaka,23.5,27.7,20.2,404.5,148.9
7,1999,Osaka,26.8,31.3,23.6,112.5,179.9
8,1999,Osaka,29.1,33.8,25.7,156,221.4
9,1999,Osaka,27.2,31.5,24,155.5,150.7
10,1999,Osaka,20.1,25,16.4,115.5,182.5
11,1999,Osaka,14.1,18.3,10.4,60,157.7
12,1999,Osaka,8.7,12.5,5.3,4.5,169.5
1,2000,Osaka,7,10.6,3.9,52,114.2
2,2000,Osaka,4.9,8.7,1.9,36.5,126.1
3,2000,Osaka,8.9,13.4,5.1,94.5,183.4
4,2000,Osaka,14.6,19.2,10.5,77.5,180
5,2000,Osaka,20.7,25.9,16.8,90.5,216.5
6,2000,Osaka,23.3,27.6,20.2,198,131.6
7,2000,Osaka,28.7,33,25.4,42.5,215.4
8,2000,Osaka,29.6,35.1,26.4,6.5,245.9
9,2000,Osaka,25.8,30.5,22.5,261.5,182.3
10,2000,Osaka,19.7,23.7,16.6,126.5,137.3
11,2000,Osaka,14.6,18.6,11.4,154.5,125.9
12,2000,Osaka,8.8,12.5,5.6,23,158
1,2001,Osaka,5.2,8.4,2.6,109,137.3
2,2001,Osaka,6.6,10.4,3.3,65,131.3
3,2001,Osaka,9.7,14,5.7,64,163
4,2001,Osaka,15.5,20.6,10.8,24.5,225.5
5,2001,Osaka,20.6,25.2,16.9,95.5,179.9
6,2001,Osaka,24,28.1,20.9,135,154.1
7,2001,Osaka,29.2,34,26,34.5,256.2
8,2001,Osaka,28.8,33.9,25.5,97,209.9
9,2001,Osaka,24.4,28.5,21.1,161,176.5
10,2001,Osaka,19.5,23.9,16.1,190,180.5
11,2001,Osaka,13.2,17.6,9.4,38.5,174.8
12,2001,Osaka,8.3,11.8,5.2,27.5,165.3
1,2002,Osaka,7.2,10.6,4,44.5,140
2,2002,Osaka,7.3,11.3,4,34,136.5
3,2002,Osaka,11.6,16.3,7.4,96,202.7
4,2002,Osaka,16.6,21.7,12.6,62.5,175.9
5,2002,Osaka,20,24.8,16.1,100,158.9
6,2002,Osaka,23.6,28.2,19.9,119,192.7
7,2002,Osaka,29,33.4,25.7,134.5,210.7
8,2002,Osaka,29,33.6,25.8,47.5,229.1
9,2002,Osaka,25.1,29.6,21.8,66.5,169.5
10,2002,Osaka,18.9,23.4,15.3,119,184.3
11,2002,Osaka,11.1,15.2,7.5,66.5,151.8
12,2002,Osaka,8.2,11.5,5.2,64,123.2
1,2003,Osaka,5.1,8.6,2.1,83,131.4
2,2003,Osaka,6.8,10.8,3.7,61,126.4
3,2003,Osaka,8.4,12.7,4.9,117,160.6
4,2003,Osaka,15.9,20.2,11.9,148.5,139.3
5,2003,Osaka,20.2,25.5,15.9,105.5,183.5
6,2003,Osaka,23.7,27.7,20.5,145.5,119.7
7,2003,Osaka,25.3,29.3,22.3,167,120.6
8,2003,Osaka,28.3,32.6,25.2,266,194
9,2003,Osaka,25.9,30.4,22.7,150.5,207.4
10,2003,Osaka,18.1,22.7,14.3,96,166.8
11,2003,Osaka,15.5,19,12.3,170.5,112.5
12,2003,Osaka,9.1,12.7,5.7,18,160.4
1,2004,Osaka,5.8,9.4,2.6,19,164.9
2,2004,Osaka,7.9,12.6,3.8,47.5,187.9
3,2004,Osaka,10.2,14.8,6,75.5,190.1
4,2004,Osaka,16.4,21.6,11.3,125,241.8
5,2004,Osaka,21.1,25.7,17.2,281.5,181.2
6,2004,Osaka,24.8,29.3,21.3,133.5,200.1
7,2004,Osaka,29.5,34,26.2,42,264.5
8,2004,Osaka,28.4,33.3,25.1,106.5,189.7
9,2004,Osaka,26.2,30.7,22.9,202.5,143.7
10,2004,Osaka,19,23.2,15.7,356,158.6
11,2004,Osaka,15.2,19.4,11.4,117.5,169.1
12,2004,Osaka,10.2,14.5,6.5,88,152.2
1,2005,Osaka,6.2,9.8,3,19,139
2,2005,Osaka,6.1,9.7,2.8,45,112.7
3,2005,Osaka,9.2,13.5,5.3,75,165.2
4,2005,Osaka,16.2,21.4,11.5,47,232.7
5,2005,Osaka,19.5,24.8,15.1,73.5,244.2
6,2005,Osaka,24.9,29.8,21.3,69.5,188.5
7,2005,Osaka,27.5,31.6,24.5,196,152.7
8,2005,Osaka,28.7,33.2,25.8,79,189.7
9,2005,Osaka,26.1,30.4,23,97.5,159.9
10,2005,Osaka,19.8,23.9,16.6,145,154.3
11,2005,Osaka,13.7,17.9,9.8,31.5,191.8
12,2005,Osaka,5.9,9.1,2.9,31,167.6
1,2006,Osaka,5.5,9,2.3,32.5,128.9
2,2006,Osaka,6.7,10.5,3.3,102,118.8
3,2006,Osaka,8.6,12.9,5,114,164.4
4,2006,Osaka,13.6,17.7,9.9,143,131.8
5,2006,Osaka,19.7,24.2,15.9,146,167.9
6,2006,Osaka,24.3,28.7,20.7,169.5,157
7,2006,Osaka,27.2,30.8,24.4,305,107.9
8,2006,Osaka,29.8,35,26.1,44.5,248.7
9,2006,Osaka,24.6,29.3,21.2,87,171.1
10,2006,Osaka,20.4,24.9,17,73,185.1
11,2006,Osaka,14.8,18.8,11.3,80.5,147.2
12,2006,Osaka,9.1,12.4,6.1,102.5,131.1
1,2007,Osaka,7.5,11.3,4.3,19.5,159.1
2,2007,Osaka,8.7,13,4.8,42,164.5
3,2007,Osaka,10.1,14.8,5.9,79,196.1
4,2007,Osaka,14.6,19.3,10.3,41,187.5
5,2007,Osaka,19.8,24.6,15.4,163,213.8
6,2007,Osaka,23.6,28,20.2,119.5,175.6
7,2007,Osaka,25.9,29.7,23,206,127.9
8,2007,Osaka,29.9,34.6,26.3,62,263.3
9,2007,Osaka,27.2,31.9,23.8,58.5,185.9
10,2007,Osaka,20,24.5,16.6,72,166.4
11,2007,Osaka,13.7,17.8,10.3,13.5,144.1
12,2007,Osaka,9.6,12.9,6.5,86.5,140.3
1,2008,Osaka,5.8,9.3,2.9,51,134.1
2,2008,Osaka,5.1,8.9,1.9,60.5,150.9
3,2008,Osaka,10.8,15.3,7,95,186
4,2008,Osaka,15.4,20.1,11.3,143.5,188.9
5,2008,Osaka,20,24.9,15.7,218.5,197.3
6,2008,Osaka,23.1,27.4,19.5,190.5,110.9
7,2008,Osaka,28.7,33.3,25.6,123.5,236.5
8,2008,Osaka,28.4,32.8,25.4,82,195.4
9,2008,Osaka,24.5,28.8,21.3,130.5,143.3
10,2008,Osaka,19.6,24,16.2,62,165.9
11,2008,Osaka,13.4,17.3,10,50,145.3
12,2008,Osaka,9.1,13.3,5.1,55.5,175.5
1,2009,Osaka,6.5,9.9,3.3,73,127
2,2009,Osaka,7.9,11.8,4.4,95,137.7
3,2009,Osaka,9.7,14.1,5.8,147.5,173.3
4,2009,Osaka,15.5,20.5,10.9,98.5,224.5
